state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,total_minutes_dom,total_calls_dom,total_charge_dom,total_minutes,total_calls,total_charge,charge_per_min_day,charge_per_min_eve,charge_per_min_night,charge_per_min_dom,charge_per_min_int,%_int_min,call_satisfaction,region
VA,118,408,no,no,0,154.8,71,26.32,244.0,73,20.74,159.6,81,7.18,12.8,4,3.46,0,0,558.4,225,54.24,571.1999999999999,229,57.7,0.37070422535211267,0.28410958904109584,0.08864197530864197,0.24106666666666668,0.865,2.240896358543418,0.0,South
MO,101,415,yes,no,0,133.5,51,22.7,219.6,96,18.67,210.0,74,9.45,11.7,4,3.16,1,0,563.1,221,50.82000000000001,574.8000000000001,225,53.980000000000004,0.44509803921568625,0.19447916666666668,0.1277027027027027,0.22995475113122174,0.79,2.0354906054279747,0.4444444444444444,Midwest
MT,102,408,no,no,0,273.2,85,46.44,211.1,82,17.94,203.7,129,9.17,13.1,7,3.54,2,1,688.0,296,73.55,701.1,303,77.09,0.5463529411764706,0.21878048780487808,0.07108527131782946,0.24847972972972973,0.5057142857142857,1.8684923691342177,0.6600660066006601,West
ND,118,408,no,no,0,224.6,94,38.18,225.9,120,19.2,269.0,105,12.11,12.5,8,3.38,2,0,719.5,319,69.49,732.0,327,72.86999999999999,0.40617021276595744,0.16,0.11533333333333333,0.21783699059561126,0.4225,1.707650273224044,0.6116207951070336,Midwest
FL,105,415,no,no,0,273.8,97,46.55,289.7,106,24.62,269.1,126,12.11,5.8,3,1.57,2,1,832.6,329,83.28,838.4,332,84.85,0.4798969072164948,0.23226415094339622,0.0961111111111111,0.2531306990881459,0.5233333333333333,0.691793893129771,0.6024096385542169,South
WI,153,510,no,no,0,159.5,103,27.12,275.5,90,23.42,176.7,126,7.95,10.1,2,2.73,1,1,611.7,319,58.49000000000001,621.8000000000001,321,61.220000000000006,0.2633009708737864,0.26022222222222224,0.0630952380952381,0.18335423197492165,1.365,1.62431650048247,0.3115264797507788,Midwest
KY,71,415,no,no,0,104.0,92,17.68,197.0,125,16.75,110.1,123,4.95,14.6,8,3.94,0,0,411.1,340,39.38,425.70000000000005,348,43.32,0.19217391304347825,0.134,0.04024390243902439,0.11582352941176471,0.4925,3.4296452901104058,0.0,South
MD,71,415,no,yes,31,115.4,90,19.62,217.4,78,18.48,239.9,102,10.8,13.1,4,3.54,1,0,572.7,270,48.900000000000006,585.8000000000001,274,52.440000000000005,0.218,0.23692307692307693,0.10588235294117648,0.18111111111111114,0.885,2.2362581085694773,0.36496350364963503,South
IN,68,415,no,no,0,222.1,107,37.76,199.4,102,16.95,162.4,107,7.31,9.4,3,2.54,2,0,583.9,316,62.019999999999996,593.3,319,64.56,0.3528971962616822,0.1661764705882353,0.0683177570093458,0.1962658227848101,0.8466666666666667,1.5843586718354965,0.6269592476489028,Midwest
MA,66,415,no,no,0,116.4,98,19.79,95.6,74,8.13,181.5,94,8.17,10.5,3,2.84,3,0,393.5,266,36.09,404.0,269,38.93000000000001,0.20193877551020406,0.10986486486486488,0.08691489361702127,0.1356766917293233,0.9466666666666667,2.599009900990099,1.1152416356877324,Northeast
ND,101,415,no,no,0,217.7,118,37.01,231.7,128,19.69,185.3,128,8.34,0.0,0,0.0,3,0,634.7,374,65.04,634.7,374,65.04,0.31364406779661014,0.153828125,0.06515625,0.17390374331550804,0.0,0.0,0.8021390374331552,Midwest
VT,116,415,no,no,0,129.4,84,22.0,157.3,89,13.37,215.5,77,9.7,13.3,3,3.59,0,0,502.20000000000005,250,45.06999999999999,515.5,253,48.66,0.2619047619047619,0.1502247191011236,0.12597402597402596,0.18027999999999997,1.1966666666666665,2.580019398642095,0.0,Northeast
CT,54,415,no,yes,33,161.8,73,27.51,273.0,58,23.21,153.9,76,6.93,13.7,4,3.7,0,0,588.7,207,57.65,602.4000000000001,211,61.35,0.3768493150684932,0.4001724137931035,0.09118421052631578,0.27850241545893717,0.925,2.274236387782204,0.0,Northeast
VA,112,408,no,yes,29,198.8,122,33.8,238.6,114,20.28,289.5,69,13.03,11.5,5,3.11,1,0,726.9,305,67.11,738.4,310,70.22,0.27704918032786885,0.17789473684210527,0.18884057971014492,0.2200327868852459,0.622,1.557421451787649,0.3225806451612903,South
MS,122,408,no,yes,45,147.8,85,25.13,147.4,93,12.53,203.5,110,9.16,14.0,5,3.78,1,0,498.70000000000005,288,46.81999999999999,512.7,293,50.599999999999994,0.2956470588235294,0.13473118279569893,0.08327272727272728,0.16256944444444443,0.756,2.7306417007996875,0.3412969283276451,South
AK,74,415,no,no,0,262.3,114,44.59,198.9,96,16.91,165.9,90,7.47,6.6,5,1.78,3,0,627.1,300,68.97,633.7,305,70.75,0.391140350877193,0.17614583333333333,0.08299999999999999,0.2299,0.356,1.0415022881489662,0.9836065573770493,West
WY,90,415,no,no,0,246.4,83,41.89,160.3,88,13.63,170.9,99,7.69,7.6,7,2.05,1,0,577.6,270,63.21,585.2,277,65.26,0.5046987951807229,0.15488636363636366,0.07767676767676768,0.2341111111111111,0.2928571428571428,1.2987012987012987,0.36101083032490977,West
NY,112,415,no,no,0,174.3,123,29.63,140.2,124,11.92,215.4,89,9.69,9.0,6,2.43,4,1,529.9,336,51.239999999999995,538.9,342,53.669999999999995,0.2408943089430894,0.09612903225806452,0.10887640449438202,0.1525,0.405,1.6700686583781779,1.1695906432748537,Northeast
NC,85,510,no,no,0,183.4,111,31.18,168.8,98,14.35,199.7,97,8.99,9.9,4,2.67,4,0,551.9000000000001,306,54.52,561.8000000000001,310,57.190000000000005,0.2809009009009009,0.14642857142857144,0.09268041237113402,0.1781699346405229,0.6675,1.762192951228195,1.2903225806451613,South
IL,100,415,no,no,0,191.9,95,32.62,200.9,101,17.08,271.9,74,12.24,18.2,3,4.91,1,0,664.7,270,61.94,682.9000000000001,273,66.85,0.34336842105263155,0.1691089108910891,0.1654054054054054,0.2294074074074074,1.6366666666666667,2.6651047005418067,0.3663003663003663,Midwest
OH,114,415,no,no,0,187.8,109,31.93,154.6,97,13.14,213.9,102,9.63,10.1,3,2.73,2,0,556.3,308,54.7,566.4,311,57.43,0.29293577981651375,0.1354639175257732,0.09441176470588236,0.17759740259740261,0.91,1.78319209039548,0.6430868167202572,Midwest
RI,83,510,no,no,0,259.7,106,44.15,152.7,116,12.98,224.7,92,10.11,10.2,2,2.75,0,0,637.0999999999999,314,67.24,647.3,316,69.99,0.41650943396226414,0.11189655172413794,0.10989130434782608,0.21414012738853502,1.375,1.5757763015603277,0.0,Northeast
WY,157,415,yes,no,0,180.4,123,30.67,194.0,98,16.49,227.3,88,10.23,8.4,5,2.27,0,0,601.7,309,57.39,610.1,314,59.660000000000004,0.24934959349593497,0.16826530612244897,0.11625,0.18572815533980583,0.454,1.376823471562039,0.0,West
OR,51,510,no,no,0,51.8,107,8.81,230.2,104,19.57,227.5,118,10.24,10.4,4,2.81,2,0,509.5,329,38.620000000000005,519.9,333,41.43000000000001,0.08233644859813084,0.18817307692307692,0.08677966101694916,0.11738601823708208,0.7025,2.0003846893633392,0.6006006006006006,West
NV,42,415,no,no,0,303.9,106,51.66,232.2,54,19.74,147.1,76,6.62,5.8,3,1.57,1,1,683.1999999999999,236,78.02,688.9999999999999,239,79.58999999999999,0.4873584905660377,0.3655555555555555,0.08710526315789474,0.33059322033898303,0.5233333333333333,0.8417997097242381,0.41841004184100417,West
ND,101,415,no,yes,36,123.7,125,21.03,172.6,106,14.67,280.5,127,12.62,8.8,4,2.38,1,1,576.8,358,48.32,585.5999999999999,362,50.7,0.16824,0.13839622641509433,0.09937007874015748,0.13497206703910614,0.595,1.5027322404371588,0.2762430939226519,Midwest
OR,112,510,no,no,0,206.2,122,35.05,164.5,94,13.98,140.3,101,6.31,12.6,7,3.4,3,0,511.0,317,55.34,523.6,324,58.74,0.2872950819672131,0.14872340425531916,0.06247524752475247,0.17457413249211357,0.4857142857142857,2.406417112299465,0.9259259259259258,West
ND,56,510,no,no,0,164.3,92,27.93,233.7,107,19.86,187.3,104,8.43,11.8,1,3.19,2,0,585.3,303,56.22,597.0999999999999,304,59.41,0.3035869565217391,0.18560747663551402,0.0810576923076923,0.18554455445544554,3.19,1.9762183888795852,0.6578947368421052,Midwest
NJ,53,408,no,no,0,228.6,117,38.86,132.8,123,11.29,227.2,124,10.22,10.1,2,2.73,9,1,588.5999999999999,364,60.37,598.6999999999999,366,63.099999999999994,0.33213675213675214,0.09178861788617886,0.08241935483870969,0.16585164835164834,1.365,1.68698847502923,2.459016393442623,Northeast
WV,64,415,no,yes,22,200.4,80,34.07,131.1,84,11.14,230.7,67,10.38,7.6,5,2.05,1,0,562.2,231,55.59,569.8000000000001,236,57.64,0.425875,0.13261904761904764,0.15492537313432836,0.24064935064935067,0.41,1.3338013338013335,0.423728813559322,South
VA,123,408,no,no,0,154.3,107,26.23,183.0,111,15.56,54.0,134,2.43,10.9,8,2.94,0,0,391.3,352,44.22,402.2,360,47.16,0.24514018691588785,0.1401801801801802,0.018134328358208957,0.125625,0.3675,2.710094480358031,0.0,South
ID,68,510,no,yes,30,122.9,93,20.89,233.5,91,19.85,199.5,144,8.98,9.6,2,2.59,2,0,555.9,328,49.72,565.5,330,52.31,0.2246236559139785,0.21813186813186813,0.06236111111111112,0.15158536585365853,1.295,1.6976127320954906,0.6060606060606061,West
CT,40,510,yes,no,0,220.8,100,37.54,265.7,106,22.58,212.8,94,9.58,6.4,3,1.73,0,0,699.3,300,69.7,705.6999999999999,303,71.43,0.3754,0.2130188679245283,0.10191489361702127,0.23233333333333334,0.5766666666666667,0.9069009494119316,0.0,Northeast
NM,132,408,no,no,0,214.6,78,36.48,251.7,98,21.39,240.8,88,10.84,13.9,2,3.75,0,0,707.0999999999999,264,68.71,720.9999999999999,266,72.46,0.46769230769230763,0.218265306122449,0.12318181818181818,0.2602651515151515,1.875,1.9278779472954235,0.0,West
CT,120,408,yes,no,0,202.0,123,34.34,184.3,78,15.67,176.0,89,7.92,7.4,2,2.0,2,1,562.3,290,57.93000000000001,569.6999999999999,292,59.93000000000001,0.27918699186991874,0.2008974358974359,0.08898876404494382,0.1997586206896552,1.0,1.2989292610145693,0.684931506849315,Northeast
MI,108,408,no,yes,32,209.5,108,35.62,109.6,64,9.32,189.7,145,8.54,9.1,6,2.46,6,1,508.8,317,53.48,517.9,323,55.94,0.3298148148148148,0.145625,0.05889655172413793,0.16870662460567823,0.41,1.7570959644719057,1.8575851393188854,Midwest
SC,161,510,no,no,0,297.9,141,50.64,238.1,107,20.24,240.5,93,10.82,8.9,5,2.4,1,1,776.5,341,81.69999999999999,785.4,346,84.1,0.35914893617021276,0.1891588785046729,0.11634408602150538,0.23958944281524924,0.48,1.1331805449452508,0.2890173410404624,South
SC,130,415,no,no,0,212.8,102,36.18,189.8,137,16.13,170.1,105,7.65,10.6,4,2.86,0,1,572.7,344,59.96,583.3000000000001,348,62.82,0.35470588235294115,0.11773722627737225,0.07285714285714286,0.17430232558139536,0.715,1.8172466998114176,0.0,South
NY,122,510,no,no,0,145.6,102,24.75,284.7,111,24.2,228.2,91,10.27,12.2,5,3.29,0,0,658.5,304,59.22,670.7,309,62.51,0.2426470588235294,0.218018018018018,0.11285714285714285,0.19480263157894737,0.658,1.8189950797674068,0.0,Northeast
MT,130,408,no,yes,19,152.9,87,25.99,213.2,99,18.12,205.3,114,9.24,10.8,6,2.92,2,0,571.4000000000001,300,53.35,582.2,306,56.27,0.29873563218390803,0.18303030303030304,0.08105263157894738,0.17783333333333334,0.48666666666666664,1.8550326348333905,0.6535947712418301,West
WY,90,510,no,no,0,125.4,158,21.32,269.1,83,22.87,238.6,103,10.74,11.0,7,2.97,1,0,633.1,344,54.93,644.1,351,57.9,0.1349367088607595,0.27554216867469883,0.10427184466019418,0.15968023255813954,0.4242857142857143,1.7078093463747865,0.2849002849002849,West
NE,139,415,no,yes,25,138.3,96,23.51,80.6,79,6.85,163.7,83,7.37,8.3,8,2.24,0,0,382.6,258,37.73,390.90000000000003,266,39.97,0.24489583333333334,0.08670886075949366,0.08879518072289157,0.14624031007751936,0.28,2.1233051931440263,0.0,Midwest
IN,57,415,no,no,0,189.3,157,32.18,174.9,70,14.87,221.9,117,9.99,11.2,5,3.02,3,0,586.1,344,57.04,597.3000000000001,349,60.06,0.20496815286624204,0.2124285714285714,0.08538461538461539,0.16581395348837208,0.604,1.8751046375355764,0.8595988538681949,Midwest
CO,128,510,no,no,0,199.3,86,33.88,194.8,102,16.56,298.2,82,13.42,14.3,2,3.86,4,0,692.3,270,63.86,706.5999999999999,272,67.72,0.39395348837209304,0.1623529411764706,0.16365853658536586,0.23651851851851852,1.93,2.0237758279082936,1.4705882352941175,West
WY,127,510,yes,no,0,247.5,99,42.08,108.5,118,9.22,232.0,72,10.44,10.6,3,2.86,2,0,588.0,289,61.739999999999995,598.6,292,64.6,0.425050505050505,0.07813559322033899,0.145,0.21363321799307958,0.9533333333333333,1.770798529903107,0.684931506849315,West
MD,107,415,no,no,0,294.9,71,50.13,192.8,78,16.39,148.1,87,6.66,13.2,5,3.56,1,1,635.8,236,73.18,649.0,241,76.74000000000001,0.706056338028169,0.21012820512820513,0.07655172413793103,0.3100847457627119,0.712,2.0338983050847457,0.4149377593360996,South
OK,177,408,no,no,0,175.4,99,29.82,155.3,83,13.2,179.4,86,8.07,11.5,3,3.11,1,0,510.1,268,51.089999999999996,521.6,271,54.199999999999996,0.3012121212121212,0.15903614457831325,0.09383720930232559,0.19063432835820895,1.0366666666666666,2.204754601226994,0.36900369003690037,South
SD,121,415,no,no,0,179.4,70,30.5,143.0,93,12.16,116.3,113,5.23,11.2,5,3.02,1,0,438.7,276,47.89,449.9,281,50.910000000000004,0.4357142857142857,0.13075268817204302,0.046283185840707966,0.17351449275362318,0.604,2.489442098244054,0.3558718861209964,Midwest
SC,99,510,yes,yes,39,126.8,94,21.56,293.6,115,24.96,174.1,91,7.83,8.4,4,2.27,0,0,594.5,300,54.349999999999994,602.9,304,56.62,0.22936170212765955,0.21704347826086956,0.08604395604395604,0.18116666666666664,0.5675,1.3932658815724002,0.0,South
NY,126,415,yes,no,0,239.7,87,40.75,281.7,92,23.94,183.5,113,8.26,11.4,1,3.08,1,1,704.9,292,72.95,716.3,293,76.03,0.46839080459770116,0.26021739130434784,0.07309734513274337,0.2498287671232877,3.08,1.5915119363395225,0.3412969283276451,Northeast
NY,77,415,no,yes,33,143.0,101,24.31,212.2,102,18.04,104.9,120,4.72,15.3,4,4.13,5,1,460.1,323,47.06999999999999,475.40000000000003,327,51.199999999999996,0.24069306930693068,0.1768627450980392,0.03933333333333333,0.14572755417956654,1.0325,3.2183424484644507,1.529051987767584,Northeast
WV,21,415,no,no,0,91.9,109,15.62,198.4,111,16.86,171.7,125,7.73,13.0,7,3.51,2,0,462.0,345,40.209999999999994,475.0,352,43.71999999999999,0.14330275229357797,0.1518918918918919,0.061840000000000006,0.11655072463768114,0.5014285714285714,2.736842105263158,0.5681818181818182,South
WA,56,408,no,no,0,210.4,80,35.77,176.6,96,15.01,149.7,56,6.74,15.5,4,4.19,1,0,536.7,232,57.52,552.2,236,61.71,0.44712500000000005,0.15635416666666666,0.12035714285714286,0.24793103448275863,1.0475,2.8069540021731254,0.423728813559322,West
ID,92,415,no,yes,29,201.3,130,34.22,203.7,115,17.31,129.9,113,5.85,6.4,6,1.73,1,1,534.9,358,57.38,541.3,364,59.11,0.2632307692307692,0.15052173913043476,0.051769911504424775,0.16027932960893856,0.28833333333333333,1.1823388139663775,0.27472527472527475,West
MN,81,510,no,no,0,145.6,59,24.75,287.9,131,24.47,181.7,121,8.18,9.2,4,2.48,2,0,615.2,311,57.4,624.4000000000001,315,59.879999999999995,0.4194915254237288,0.186793893129771,0.06760330578512397,0.1845659163987138,0.62,1.4734144778987825,0.6349206349206349,Midwest
TX,139,510,yes,yes,31,203.5,82,34.6,200.3,72,17.03,214.0,112,9.63,13.4,6,3.62,1,1,617.8,266,61.260000000000005,631.1999999999999,272,64.88000000000001,0.42195121951219516,0.23652777777777778,0.08598214285714287,0.23030075187969926,0.6033333333333334,2.122940430925222,0.3676470588235294,South
AZ,68,415,no,no,0,232.4,76,39.51,153.3,103,13.03,214.6,107,9.66,10.5,2,2.84,1,0,600.3000000000001,286,62.2,610.8000000000001,288,65.04,0.5198684210526315,0.12650485436893202,0.0902803738317757,0.21748251748251748,1.42,1.7190569744597248,0.3472222222222222,West
DE,183,415,no,yes,8,86.5,119,14.71,285.2,97,24.24,180.4,133,8.12,8.7,2,2.35,2,0,552.1,349,47.07,560.8000000000001,351,49.42,0.12361344537815126,0.24989690721649482,0.061052631578947365,0.13487106017191977,1.175,1.5513552068473606,0.5698005698005698,South
CO,90,408,no,no,0,109.9,102,18.68,220.8,114,18.77,104.0,133,4.68,10.9,6,2.94,0,0,434.70000000000005,349,42.13,445.6,355,45.07,0.18313725490196078,0.16464912280701754,0.035187969924812025,0.1207163323782235,0.49,2.4461400359066428,0.0,West
WI,165,408,no,no,0,156.0,88,26.52,276.1,81,23.47,175.9,94,7.92,9.3,5,2.51,1,0,608.0,263,57.91,617.3,268,60.419999999999995,0.30136363636363633,0.28975308641975306,0.08425531914893616,0.22019011406844105,0.502,1.5065608294184354,0.3731343283582089,Midwest
WI,89,415,no,no,0,326.3,112,55.47,165.1,110,14.03,162.9,97,7.33,7.5,1,2.03,1,1,654.3,319,76.83,661.8,320,78.86,0.49526785714285715,0.12754545454545455,0.07556701030927836,0.240846394984326,2.03,1.1332728921124207,0.3125,Midwest
NJ,59,510,no,no,0,195.0,58,33.15,198.5,88,16.87,304.3,110,13.69,14.8,9,4.0,0,0,697.8,256,63.709999999999994,712.5999999999999,265,67.71,0.571551724137931,0.19170454545454546,0.12445454545454546,0.24886718749999998,0.4444444444444444,2.076901487510525,0.0,Northeast
IL,16,415,yes,no,0,110.0,91,18.7,147.3,75,12.52,190.5,73,8.57,6.4,7,1.73,0,0,447.8,239,39.79,454.2,246,41.519999999999996,0.20549450549450549,0.16693333333333332,0.11739726027397261,0.16648535564853556,0.24714285714285714,1.4090708938793484,0.0,Midwest
DC,114,415,no,no,0,147.1,119,25.01,161.0,111,13.69,275.9,106,12.42,9.0,3,2.43,5,1,584.0,336,51.120000000000005,593.0,339,53.550000000000004,0.21016806722689077,0.12333333333333332,0.11716981132075471,0.15214285714285716,0.81,1.5177065767284992,1.4749262536873156,South
IA,113,510,no,no,0,156.0,141,26.52,256.8,72,21.83,175.3,123,7.89,11.9,5,3.21,2,0,588.1,336,56.239999999999995,600.0,341,59.449999999999996,0.18808510638297873,0.30319444444444443,0.06414634146341464,0.16738095238095235,0.642,1.9833333333333334,0.5865102639296188,Midwest
GA,120,408,no,no,0,98.2,99,16.69,186.7,85,15.87,146.7,96,6.6,9.3,4,2.51,2,0,431.59999999999997,280,39.160000000000004,440.9,284,41.67,0.1685858585858586,0.18670588235294117,0.06874999999999999,0.13985714285714287,0.6275,2.1093218416874575,0.7042253521126761,South
AK,115,415,no,no,0,210.6,120,35.8,153.1,84,13.01,262.2,79,11.8,11.0,5,2.97,0,0,625.9,283,60.61,636.9,288,63.58,0.2983333333333333,0.15488095238095237,0.14936708860759496,0.2141696113074205,0.5940000000000001,1.7271157167530224,0.0,West
CA,37,510,no,no,0,239.9,120,40.78,261.6,88,22.24,207.1,88,9.32,8.9,4,2.4,2,1,708.6,296,72.34,717.5,300,74.74000000000001,0.3398333333333333,0.2527272727272727,0.10590909090909091,0.2443918918918919,0.6,1.240418118466899,0.6666666666666667,West
MN,100,415,yes,no,0,159.9,94,27.18,179.9,95,15.29,154.4,102,6.95,11.6,2,3.13,2,1,494.20000000000005,291,49.42,505.80000000000007,293,52.550000000000004,0.28914893617021276,0.16094736842105262,0.06813725490196079,0.1698281786941581,1.565,2.2933965994464214,0.6825938566552902,Midwest
CO,132,415,no,no,0,197.8,66,33.63,133.9,119,11.38,177.3,94,7.98,10.9,3,2.94,4,1,509.00000000000006,279,52.99000000000001,519.9000000000001,282,55.93000000000001,0.5095454545454546,0.09563025210084035,0.0848936170212766,0.1899283154121864,0.98,2.096557030198115,1.4184397163120568,West
KY,38,408,no,yes,36,115.4,98,19.62,166.2,83,14.13,184.7,79,8.31,15.2,6,4.1,2,0,466.3,260,42.06,481.5,266,46.160000000000004,0.20020408163265307,0.1702409638554217,0.10518987341772153,0.16176923076923078,0.6833333333333332,3.1568016614745584,0.7518796992481203,South
SC,1,408,no,no,0,123.8,113,21.05,236.2,77,20.08,73.2,81,3.29,3.7,2,1.0,0,0,433.2,271,44.419999999999995,436.9,273,45.419999999999995,0.18628318584070797,0.2607792207792208,0.04061728395061728,0.16391143911439113,0.5,0.8468757152666515,0.0,South
MT,97,415,no,yes,15,117.6,97,19.99,196.3,126,16.69,157.4,113,7.08,6.4,3,1.73,1,0,471.29999999999995,336,43.76,477.69999999999993,339,45.489999999999995,0.20608247422680412,0.13246031746031747,0.06265486725663717,0.13023809523809524,0.5766666666666667,1.3397529830437516,0.2949852507374631,West
KY,55,415,no,yes,28,105.3,82,17.9,197.4,109,16.78,187.5,91,8.44,8.6,6,2.32,2,0,490.2,282,43.12,498.8,288,45.44,0.21829268292682924,0.15394495412844036,0.09274725274725275,0.1529078014184397,0.38666666666666666,1.7241379310344827,0.6944444444444444,South
WV,75,415,no,no,0,111.7,121,18.99,237.3,119,20.17,253.5,110,11.41,13.1,6,3.54,1,0,602.5,350,50.56999999999999,615.6,356,54.10999999999999,0.15694214876033055,0.16949579831932773,0.10372727272727272,0.14448571428571427,0.59,2.1280051981806367,0.2808988764044944,South
ID,83,415,no,no,0,159.3,104,27.08,202.3,98,17.2,229.0,73,10.31,9.5,3,2.57,2,0,590.6,275,54.59,600.1,278,57.160000000000004,0.2603846153846154,0.17551020408163265,0.1412328767123288,0.1985090909090909,0.8566666666666666,1.5830694884185967,0.7194244604316548,West
MN,40,510,no,no,0,81.7,123,13.89,210.2,108,17.87,212.0,64,9.54,11.3,3,3.05,6,1,503.9,295,41.3,515.1999999999999,298,44.349999999999994,0.11292682926829269,0.16546296296296298,0.1490625,0.13999999999999999,1.0166666666666666,2.19332298136646,2.013422818791946,Midwest
MA,101,415,no,yes,21,238.0,88,40.46,209.6,84,17.82,233.0,95,10.49,10.0,5,2.7,2,0,680.6,267,68.77,690.6,272,71.47,0.4597727272727273,0.21214285714285713,0.11042105263157895,0.25756554307116103,0.54,1.4480162177816391,0.7352941176470588,Northeast
MD,120,415,no,yes,40,128.1,99,21.78,247.7,78,21.05,199.7,121,8.99,15.6,3,4.21,0,0,575.5,298,51.82,591.1,301,56.03,0.22,0.26987179487179486,0.07429752066115702,0.17389261744966444,1.4033333333333333,2.639147352393842,0.0,South
SD,183,415,no,yes,31,171.2,104,29.1,193.6,74,16.46,196.5,85,8.84,10.2,4,2.75,1,0,561.3,263,54.400000000000006,571.5,267,57.150000000000006,0.2798076923076923,0.22243243243243244,0.104,0.20684410646387835,0.6875,1.7847769028871392,0.37453183520599254,Midwest
PA,75,510,no,no,0,109.0,88,18.53,259.3,120,22.04,182.1,119,8.19,13.3,3,3.59,4,1,550.4,327,48.76,563.6999999999999,330,52.349999999999994,0.21056818181818182,0.18366666666666667,0.0688235294117647,0.14911314984709478,1.1966666666666665,2.3594110342380703,1.2121212121212122,Northeast
KY,80,415,no,no,0,220.0,114,37.4,207.7,76,17.65,168.4,137,7.58,12.1,3,3.27,2,0,596.1,327,62.629999999999995,608.2,330,65.89999999999999,0.32807017543859646,0.23223684210526313,0.05532846715328467,0.19152905198776757,1.09,1.9894771456757645,0.6060606060606061,South
ID,88,415,no,no,0,55.6,65,9.45,242.7,121,20.63,176.3,134,7.93,11.3,4,3.05,0,0,474.6,320,38.01,485.90000000000003,324,41.059999999999995,0.14538461538461536,0.17049586776859504,0.05917910447761194,0.11878124999999999,0.7625,2.3255813953488373,0.0,West
NY,112,415,no,yes,23,286.6,79,48.72,315.3,102,26.8,193.9,101,8.73,10.3,6,2.78,1,0,795.8000000000001,282,84.25,806.1,288,87.03,0.6167088607594936,0.2627450980392157,0.08643564356435644,0.2987588652482269,0.4633333333333333,1.2777571020965142,0.3472222222222222,Northeast
NM,63,510,no,no,0,207.6,96,35.29,229.0,112,19.47,162.6,131,7.32,13.3,2,3.59,1,0,599.2,339,62.08,612.5,341,65.67,0.3676041666666667,0.1738392857142857,0.05587786259541985,0.18312684365781712,1.795,2.1714285714285713,0.2932551319648094,West
CA,105,415,no,yes,31,109.6,108,18.63,249.3,119,21.19,321.2,101,14.45,8.3,4,2.24,4,1,680.0999999999999,328,54.269999999999996,688.3999999999999,332,56.51,0.1725,0.17806722689075632,0.14306930693069306,0.1654573170731707,0.56,1.2056943637420108,1.2048192771084338,West
ID,92,415,no,no,0,197.2,113,33.52,242.3,116,20.6,192.0,76,8.64,11.0,5,2.97,2,0,631.5,305,62.760000000000005,642.5,310,65.73,0.29663716814159297,0.17758620689655175,0.11368421052631579,0.2057704918032787,0.5940000000000001,1.7120622568093387,0.6451612903225806,West
WY,177,415,no,no,0,175.7,120,29.87,168.6,90,14.33,198.9,110,8.95,14.6,4,3.94,1,0,543.1999999999999,320,53.150000000000006,557.8,324,57.09,0.24891666666666667,0.1592222222222222,0.08136363636363636,0.16609375,0.985,2.6174256005736822,0.30864197530864196,West
NM,118,510,no,no,0,205.2,115,34.88,184.8,137,15.71,176.1,115,7.92,7.0,6,1.89,0,0,566.1,367,58.510000000000005,573.1,373,60.400000000000006,0.303304347826087,0.11467153284671533,0.06886956521739131,0.15942779291553136,0.315,1.221427325074158,0.0,West
HI,111,408,no,yes,13,193.1,104,32.83,111.6,98,9.49,227.4,94,10.23,12.1,4,3.27,1,0,532.1,296,52.55,544.2,300,55.82,0.3156730769230769,0.09683673469387755,0.10882978723404256,0.17753378378378376,0.8175,2.223447262036016,0.33333333333333337,West
ID,82,510,no,yes,34,232.6,121,39.54,153.2,115,13.02,286.7,77,12.9,4.7,3,1.27,3,0,672.5,313,65.46000000000001,677.2,316,66.73,0.3267768595041322,0.11321739130434783,0.16753246753246753,0.2091373801916933,0.42333333333333334,0.6940342587123449,0.949367088607595,West
NC,74,415,no,no,0,102.7,89,17.46,149.3,100,12.69,188.1,114,8.46,11.0,5,2.97,0,0,440.1,303,38.61,451.1,308,41.58,0.1961797752808989,0.12689999999999999,0.07421052631578948,0.12742574257425743,0.5940000000000001,2.4384837064952336,0.0,South
TX,121,415,no,yes,31,263.1,70,44.73,279.3,118,23.74,127.1,143,5.72,9.7,4,2.62,5,0,669.5000000000001,331,74.19,679.2000000000002,335,76.81,0.6389999999999999,0.2011864406779661,0.04,0.22413897280966766,0.655,1.4281507656065955,1.4925373134328357,South
GA,131,408,no,no,0,197.0,79,33.49,201.0,114,17.09,151.2,111,6.8,11.6,5,3.13,1,0,549.2,304,57.379999999999995,560.8000000000001,309,60.51,0.42392405063291144,0.14991228070175439,0.06126126126126126,0.18874999999999997,0.626,2.068473609129814,0.3236245954692557,South
AL,125,408,no,no,0,169.3,90,28.78,156.0,138,13.26,210.8,106,9.49,11.6,6,3.13,2,0,536.1,334,51.53,547.7,340,54.660000000000004,0.31977777777777777,0.09608695652173913,0.08952830188679245,0.15428143712574852,0.5216666666666666,2.1179477816322803,0.5882352941176471,South
ME,19,415,no,no,0,201.5,123,34.26,129.2,110,10.98,220.6,98,9.93,12.9,4,3.48,1,0,551.3,331,55.169999999999995,564.1999999999999,335,58.64999999999999,0.27853658536585363,0.09981818181818182,0.10132653061224489,0.16667673716012082,0.87,2.28642325416519,0.2985074626865672,Northeast
