state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,total_minutes_dom,total_calls_dom,total_charge_dom,total_minutes,total_calls,total_charge,charge_per_min_dom,charge_per_min_int,%_int_min,call_satisfaction,region
MD,106,415,no,no,0,208.3,89,35.41,169.4,67,14.4,102.0,90,4.59,15.9,4,4.29,3,0,479.70000000000005,246,107.99000000000001,495.6,250,112.28000000000002,0.4389837398373984,1.0725,0.03208232445520581,0.012,South
NE,147,415,no,yes,38,243.4,126,41.38,273.8,109,23.27,282.9,91,12.73,14.1,8,3.81,2,0,800.1,326,162.0,814.2,334,165.81,0.49693251533742333,0.47625,0.017317612380250553,0.005988023952095809,Midwest
AR,145,415,no,no,0,224.2,89,38.11,314.9,121,26.77,182.9,121,8.23,16.1,3,4.35,1,1,721.9999999999999,331,124.0,738.0999999999999,334,128.35,0.37462235649546827,1.45,0.02181276249830647,0.0029940119760479044,South
IL,91,415,no,no,0,189.3,100,32.18,239.3,107,20.34,89.7,89,4.04,9.9,3,2.67,3,0,518.3000000000001,296,124.38000000000001,528.2,299,127.05000000000001,0.4202027027027027,0.89,0.018742900416508897,0.010033444816053512,Midwest
IN,81,408,no,yes,46,168.3,124,28.61,270.9,103,23.03,222.5,98,10.01,6.7,2,1.81,4,0,661.7,325,157.04,668.4000000000001,327,158.85,0.48319999999999996,0.905,0.01002393776181927,0.012232415902140673,Midwest
UT,116,415,no,yes,24,232.9,90,39.59,152.1,94,12.93,344.3,82,15.49,10.7,6,2.89,1,0,729.3,266,118.42,740.0,272,121.31,0.445187969924812,0.4816666666666667,0.01445945945945946,0.003676470588235294,West
LA,69,415,no,yes,37,155.0,98,26.35,142.4,105,12.1,143.7,117,6.47,5.9,4,1.59,1,0,441.09999999999997,320,116.57,446.99999999999994,324,118.16,0.36428125,0.3975,0.013199105145413873,0.0030864197530864196,South
ID,135,510,no,no,0,154.4,130,26.25,203.8,90,17.32,158.7,59,7.14,11.8,3,3.19,0,0,516.9000000000001,279,154.45999999999998,528.7,282,157.64999999999998,0.5536200716845877,1.0633333333333332,0.02231889540382069,0.0,West
KY,73,510,no,no,0,234.7,102,39.9,195.7,110,16.63,253.4,71,11.4,8.4,8,2.27,2,0,683.8,283,130.03,692.1999999999999,291,132.3,0.45946996466431095,0.28375,0.012135221034383128,0.006872852233676976,South
MI,48,415,no,no,0,240.0,88,40.8,141.0,117,11.99,128.9,137,5.8,7.1,9,1.92,1,0,509.9,342,105.78999999999999,517.0,351,107.71,0.30932748538011695,0.21333333333333332,0.013733075435203095,0.002849002849002849,Midwest
NH,125,415,yes,no,0,298.4,78,50.73,270.5,142,22.99,107.3,84,4.83,12.2,2,3.29,0,1,676.1999999999999,304,105.82,688.4,306,109.11,0.34809210526315787,1.645,0.017722254503195815,0.0,Northeast
WV,100,415,no,no,0,166.0,102,28.22,236.1,97,20.07,134.3,93,6.04,10.9,4,2.94,1,0,536.4000000000001,292,128.10999999999999,547.3000000000001,296,131.04999999999998,0.4387328767123287,0.735,0.01991595103234058,0.0033783783783783786,South
OR,165,415,no,yes,33,111.6,140,18.97,213.3,111,18.13,267.6,115,12.04,16.0,3,4.32,0,0,592.5,366,170.17,608.5,369,174.48999999999998,0.4649453551912568,1.4400000000000002,0.02629416598192276,0.0,West
SD,64,415,no,no,0,174.5,98,29.67,180.2,103,15.32,179.0,89,8.06,10.7,2,2.89,2,0,533.7,290,121.38,544.4000000000001,292,124.27,0.418551724137931,1.445,0.01965466568699485,0.00684931506849315,Midwest
MD,116,510,yes,yes,27,175.5,137,29.84,210.6,60,17.9,294.8,121,13.27,6.9,5,1.86,1,0,680.9000000000001,318,168.17000000000002,687.8000000000001,323,170.03000000000003,0.5288364779874214,0.372,0.010031986042454201,0.0030959752321981426,South
ND,147,408,yes,yes,35,157.5,109,26.78,189.6,67,16.12,227.0,76,10.22,11.1,2,3.0,3,1,574.1,252,135.34,585.2,254,138.34,0.5370634920634921,1.5,0.018967874231032123,0.011811023622047244,Midwest
TN,115,415,no,no,0,206.2,113,35.05,176.4,102,14.99,297.1,119,13.37,11.0,7,2.97,1,0,679.7,334,141.35999999999999,690.7,341,144.32999999999998,0.4232335329341317,0.4242857142857143,0.015925872303460258,0.002932551319648094,South
MO,84,415,no,yes,35,207.5,138,35.28,201.0,116,17.09,164.5,107,7.4,7.5,16,2.03,4,0,573.0,361,162.49,580.5,377,164.52,0.45011080332409975,0.126875,0.012919896640826873,0.010610079575596816,Midwest
IL,86,510,no,yes,16,144.8,105,24.62,206.2,111,17.53,255.4,117,11.49,11.6,2,3.13,4,0,606.4,333,134.02,618.0,335,137.15,0.4024624624624625,1.565,0.018770226537216828,0.011940298507462687,Midwest
UT,134,415,no,no,0,258.8,85,44.0,129.5,114,11.01,193.6,106,8.71,10.9,7,2.94,2,0,581.9,305,104.72,592.8,312,107.66,0.34334426229508197,0.42,0.018387314439946022,0.00641025641025641,West
MI,105,415,no,no,0,226.9,106,38.57,182.2,77,15.49,203.9,107,9.18,11.6,2,3.13,0,1,613.0,290,130.67,624.6,292,133.79999999999998,0.45058620689655166,1.565,0.018571886007044507,0.0,Midwest
AR,88,408,no,no,0,152.9,119,25.99,171.2,107,14.55,257.0,106,11.57,12.0,5,3.24,2,0,581.1,332,145.12,593.1,337,148.36,0.4371084337349398,0.648,0.020232675771370764,0.005934718100890208,South
TX,90,408,no,yes,27,156.7,51,26.64,236.5,118,20.1,123.2,111,5.54,12.6,6,3.4,2,0,516.4,280,76.64,529.0,286,80.04,0.27371428571428574,0.5666666666666667,0.023818525519848772,0.006993006993006993,South
AK,86,408,no,no,0,150.8,85,25.64,295.9,88,25.15,247.2,104,11.12,12.5,1,3.38,1,0,693.9,277,121.27000000000001,706.4,278,124.65,0.4377978339350181,3.38,0.017695356738391847,0.0035971223021582736,West
TN,37,415,no,no,0,221.0,126,37.57,204.5,110,17.38,118.0,98,5.31,6.8,3,1.84,4,0,543.5,334,148.69,550.3,337,150.53,0.44517964071856286,0.6133333333333334,0.01235689623841541,0.011869436201780416,South
NH,141,415,no,yes,32,322.4,92,54.81,283.2,107,24.07,209.5,111,9.43,6.7,3,1.81,1,1,815.0999999999999,310,125.5,821.8,313,127.31,0.40483870967741936,0.6033333333333334,0.008152835239717694,0.003194888178913738,Northeast
NM,148,408,no,no,0,153.6,148,26.11,262.1,87,22.28,225.5,99,10.15,9.8,3,2.65,2,0,641.2,334,180.43,651.0,337,183.08,0.5402095808383234,0.8833333333333333,0.015053763440860216,0.005934718100890208,West
MN,163,408,no,yes,22,215.1,91,36.57,138.9,102,11.81,146.2,109,6.58,12.4,2,3.35,2,0,500.2,302,109.39,512.6,304,112.74,0.36221854304635764,1.675,0.024190401872805307,0.006578947368421052,Midwest
IA,89,415,no,yes,35,174.4,108,29.65,196.7,100,16.72,127.4,74,5.73,11.8,3,3.19,1,0,498.5,282,130.45,510.3,285,133.64,0.46258865248226944,1.0633333333333332,0.023123652753282382,0.0035087719298245615,Midwest
RI,63,415,no,no,0,180.5,126,30.69,230.0,98,19.55,232.5,73,10.46,10.6,3,2.86,0,0,643.0,297,156.01000000000002,653.6,300,158.87000000000003,0.5252861952861954,0.9533333333333333,0.016217870257037942,0.0,Northeast
AL,102,415,no,no,0,123.1,106,20.93,182.0,102,15.47,244.6,75,11.01,12.6,7,3.4,2,0,549.7,283,132.48,562.3000000000001,290,135.88,0.4681272084805653,0.4857142857142857,0.02240796727725413,0.006896551724137931,South
NC,76,510,no,no,0,165.7,94,28.17,257.4,80,21.88,170.8,114,7.69,10.0,4,2.7,1,0,593.9,288,123.57,603.9,292,126.27,0.42906249999999996,0.675,0.016559032952475575,0.003424657534246575,South
SD,104,408,no,no,0,200.2,92,34.03,118.7,87,10.09,236.6,65,10.65,6.0,6,1.62,2,0,555.5,244,112.74000000000001,561.5,250,114.36000000000001,0.4620491803278689,0.27,0.01068566340160285,0.008,Midwest
MT,109,510,no,no,0,154.8,82,26.32,287.7,109,24.45,208.4,80,9.38,5.9,9,1.59,3,0,650.9,271,115.83,656.8,280,117.42,0.42741697416974167,0.17666666666666667,0.008982947624847748,0.010714285714285714,West
HI,105,510,no,no,0,125.4,116,21.32,261.5,95,22.23,241.6,104,10.87,11.4,9,3.08,2,0,628.5,315,149.1,639.9,324,152.18,0.47333333333333333,0.3422222222222222,0.01781528363806845,0.006172839506172839,West
MT,63,415,no,yes,33,184.2,111,31.31,312.6,89,26.57,264.0,55,11.88,12.2,4,3.29,1,0,760.8,255,149.45,773.0,259,152.73999999999998,0.586078431372549,0.8225,0.015782664941785252,0.003861003861003861,West
KY,105,415,no,yes,24,274.7,99,46.7,193.5,118,16.45,299.6,109,13.48,10.8,3,2.92,3,0,767.8,326,128.93,778.5999999999999,329,131.85,0.3954907975460123,0.9733333333333333,0.013871050603647576,0.00911854103343465,South
DC,68,415,yes,yes,39,142.0,140,24.14,241.6,89,20.54,302.0,72,13.59,11.3,5,3.05,1,0,685.6,301,174.13,696.9,306,177.18,0.5785049833887043,0.61,0.016214664944755347,0.0032679738562091504,south
CO,63,408,yes,yes,21,151.5,99,25.76,147.8,89,12.56,210.4,114,9.47,10.0,4,2.7,1,0,509.70000000000005,302,121.03,519.7,306,123.73,0.4007615894039735,0.675,0.01924187030979411,0.0032679738562091504,West
MI,74,415,no,no,0,124.8,114,21.22,133.0,121,11.31,160.3,85,7.21,10.6,7,2.86,3,0,418.1,320,132.52,428.70000000000005,327,135.38000000000002,0.414125,0.40857142857142853,0.02472591555866573,0.009174311926605505,Midwest
AL,76,415,no,no,0,179.2,85,30.46,222.9,66,18.95,188.2,113,8.47,12.4,2,3.35,0,0,590.3,264,112.42,602.6999999999999,266,115.77,0.42583333333333334,1.675,0.02057408329185333,0.0,South
KS,91,408,yes,no,0,246.4,110,41.89,182.0,98,15.47,157.6,106,7.09,12.1,2,3.27,2,1,586.0,314,132.56,598.1,316,135.83,0.4221656050955414,1.635,0.020230730647048986,0.006329113924050633,Midwest
NC,101,415,no,no,0,232.7,114,39.56,186.4,123,15.84,153.3,122,6.9,11.5,6,3.11,5,0,572.4000000000001,359,136.74,583.9000000000001,365,139.85000000000002,0.38089136490250697,0.5183333333333333,0.019695153279671175,0.0136986301369863,South
SC,116,408,no,no,0,288.0,120,48.96,255.8,90,21.74,233.4,99,10.5,13.4,4,3.62,0,1,777.1999999999999,309,152.24,790.5999999999999,313,155.86,0.49268608414239484,0.905,0.016949152542372885,0.0,South
CO,131,415,no,yes,23,170.8,145,29.04,236.7,93,20.12,294.5,100,13.25,12.7,1,3.43,1,0,702.0,338,178.37,714.7,339,181.8,0.5277218934911243,3.43,0.017769693577724916,0.0029498525073746312,West
MN,84,415,no,no,0,216.1,114,36.74,197.5,107,16.79,217.8,104,9.8,9.8,3,2.65,1,0,631.4000000000001,325,140.59,641.2,328,143.24,0.4325846153846154,0.8833333333333333,0.015283842794759825,0.003048780487804878,Midwest
WY,104,415,no,no,0,138.7,100,23.58,215.4,58,18.31,164.3,98,7.39,4.9,4,1.32,2,0,518.4000000000001,256,125.7,523.3000000000001,260,127.02,0.491015625,0.33,0.009363653735906745,0.007692307692307693,West
FL,108,510,no,no,0,210.7,112,35.82,238.7,73,20.29,253.6,90,11.41,9.2,5,2.48,3,0,703.0,275,143.7,712.2,280,146.17999999999998,0.5225454545454545,0.496,0.012917719741645604,0.010714285714285714,South
NY,111,415,no,no,0,181.8,117,30.91,158.1,91,13.44,266.2,123,11.98,9.7,9,2.62,0,0,606.0999999999999,331,142.42,615.8,340,145.04,0.4302719033232628,0.2911111111111111,0.015751867489444626,0.0,Northeast
OK,155,408,no,yes,30,61.6,103,10.47,255.1,110,21.68,225.9,96,10.17,12.4,5,3.35,1,0,542.6,309,134.85,555.0,314,138.2,0.43640776699029127,0.67,0.022342342342342343,0.0031847133757961785,South
ME,66,510,no,no,0,207.7,85,35.31,196.7,112,16.72,261.7,83,11.78,6.8,3,1.84,1,0,666.0999999999999,280,113.5,672.8999999999999,283,115.34,0.40535714285714286,0.6133333333333334,0.01010551344924952,0.0035335689045936395,Northeast
NE,64,510,no,no,0,219.2,73,37.26,167.0,65,14.2,161.4,119,7.26,10.0,5,2.7,1,0,547.6,257,94.46000000000001,557.6,262,97.16000000000001,0.36754863813229577,0.54,0.017934002869440458,0.003816793893129771,Midwest
OH,69,415,no,no,0,227.0,122,38.59,258.7,111,21.99,169.7,87,7.64,8.9,1,2.4,2,0,655.4,320,151.63,664.3,321,154.03,0.47384375,2.4,0.013397561342766824,0.006230529595015576,Midwest
CT,116,415,no,no,0,245.9,73,41.8,240.1,87,20.41,158.7,89,7.14,8.9,5,2.4,3,0,644.7,249,100.55,653.6,254,102.95,0.4038152610441767,0.48,0.01361689106487148,0.011811023622047244,Northeast
DC,101,415,no,no,0,257.3,84,43.74,184.8,115,15.71,108.9,109,4.9,13.5,7,3.65,0,0,551.0,308,104.61000000000001,564.5,315,108.26000000000002,0.3396428571428572,0.5214285714285715,0.023914968999114262,0.0,south
OK,15,415,no,no,0,121.1,130,20.59,216.0,86,18.36,235.1,33,10.58,16.1,5,4.35,2,0,572.2,249,158.94000000000003,588.3000000000001,254,163.29000000000002,0.6383132530120483,0.8699999999999999,0.027366989631140575,0.007874015748031496,South
NJ,88,415,no,no,0,301.5,136,51.26,257.7,72,21.9,132.9,118,5.98,13.4,2,3.62,4,1,692.1,326,163.88,705.5,328,167.5,0.5026993865030674,1.81,0.018993621545003544,0.012195121951219513,Northeast
IA,197,415,no,no,0,233.9,96,39.76,218.9,111,18.61,182.9,109,8.23,9.5,3,2.57,0,0,635.7,316,122.84,645.2,319,125.41,0.3887341772151899,0.8566666666666666,0.014724116553006818,0.0,Midwest
VA,50,415,yes,no,0,99.6,108,16.93,308.7,102,26.24,161.2,62,7.25,13.7,6,3.7,2,1,569.5,272,141.49,583.2,278,145.19,0.5201838235294118,0.6166666666666667,0.02349108367626886,0.007194244604316547,South
VA,172,510,no,no,0,169.8,123,28.87,183.1,94,15.56,395.0,72,17.77,12.7,7,3.43,2,0,747.9,289,156.33,760.6,296,159.76000000000002,0.5409342560553634,0.49000000000000005,0.01669734420194583,0.006756756756756757,South
NM,188,415,yes,yes,26,198.8,115,33.8,166.6,67,14.16,198.5,118,8.93,14.4,3,3.89,1,1,563.9,300,138.09,578.3,303,141.98,0.4603,1.2966666666666666,0.024900570638077126,0.0033003300330033004,West
FL,85,408,yes,no,0,116.2,86,19.75,229.7,127,19.52,204.2,109,9.19,10.1,3,2.73,3,0,550.0999999999999,322,114.71,560.1999999999999,325,117.44,0.3562422360248447,0.91,0.01802927525883613,0.009230769230769232,South
RI,103,510,yes,no,0,255.9,128,43.5,140.9,92,11.98,308.9,130,13.9,12.1,2,3.27,1,1,705.7,350,153.88,717.8000000000001,352,157.15,0.43965714285714286,1.635,0.016857063248815824,0.002840909090909091,Northeast
NJ,136,408,no,yes,27,187.7,84,31.91,221.0,147,18.79,145.7,110,6.56,10.0,4,2.7,3,0,554.4,341,109.35,564.4,345,112.05,0.32067448680351907,0.675,0.01771793054571226,0.008695652173913044,Northeast
NE,155,408,no,yes,21,195.9,91,33.3,213.9,84,18.18,88.2,111,3.97,8.6,4,2.32,0,0,498.0,286,113.15,506.6,290,115.47,0.39562937062937065,0.58,0.016975917883932094,0.0,Midwest
WV,145,415,no,no,0,129.4,97,22.0,185.4,101,15.76,204.7,106,9.21,1.1,2,0.3,2,0,519.5,304,121.97,520.6,306,122.27,0.4012171052631579,0.15,0.0021129466000768347,0.006535947712418301,South
WY,116,510,no,yes,12,221.0,108,37.57,151.0,118,12.84,179.0,80,8.06,9.0,6,2.43,2,0,551.0,306,128.9,560.0,312,131.33,0.4212418300653595,0.405,0.01607142857142857,0.00641025641025641,West
SC,152,408,no,no,0,140.5,92,23.89,186.8,96,15.88,227.0,89,10.22,9.5,5,2.57,2,0,554.3,277,118.1,563.8,282,120.66999999999999,0.42635379061371836,0.514,0.016849946789641718,0.0070921985815602835,South
MS,65,415,yes,no,0,277.9,123,47.24,155.8,112,13.24,256.9,71,11.56,9.2,10,2.48,0,1,690.5999999999999,306,147.8,699.8,316,150.28,0.4830065359477125,0.248,0.013146613318090883,0.0,South
ND,180,415,no,no,0,224.9,105,38.23,250.0,101,21.25,216.1,73,9.72,6.7,5,1.81,3,1,691.0,279,135.97,697.7,284,137.78,0.48734767025089604,0.362,0.009602981224021786,0.01056338028169014,Midwest
IL,67,415,no,no,0,109.1,117,18.55,217.4,124,18.48,188.4,141,8.48,12.8,6,3.46,0,0,514.9,382,143.95999999999998,527.6999999999999,388,147.42,0.37685863874345543,0.5766666666666667,0.024256206177752516,0.0,Midwest
OR,60,415,no,no,0,207.8,109,35.33,123.5,112,10.5,291.6,115,13.12,5.7,9,1.54,0,0,622.9000000000001,336,132.62,628.6000000000001,345,134.16,0.39470238095238097,0.1711111111111111,0.009067769646834234,0.0,West
UT,138,510,no,no,0,205.9,96,35.0,257.1,94,21.85,209.0,63,9.4,12.1,8,3.27,0,0,672.0,253,127.25,684.1,261,130.52,0.5029644268774703,0.40875,0.017687472591726355,0.0,West
IA,44,415,no,no,0,308.6,139,52.46,150.8,94,12.82,198.7,66,8.94,7.3,3,1.97,4,1,658.1,299,160.76,665.4,302,162.73,0.5376588628762542,0.6566666666666666,0.010970844604749024,0.013245033112582781,Midwest
ME,25,510,no,no,0,242.6,69,41.24,209.0,117,17.77,219.7,82,9.89,14.4,6,3.89,2,0,671.3,268,96.66,685.6999999999999,274,100.55,0.3606716417910448,0.6483333333333333,0.021000437509114775,0.0072992700729927005,Northeast
WY,145,408,no,no,0,229.6,82,39.03,138.1,103,11.74,250.8,109,11.29,3.3,3,0.89,1,0,618.5,294,105.03,621.8,297,105.92,0.3572448979591837,0.2966666666666667,0.005307172724348665,0.003367003367003367,West
WI,122,510,no,yes,28,166.0,62,28.22,233.9,88,19.88,170.1,84,7.65,7.7,3,2.08,2,0,570.0,234,89.53,577.7,237,91.61,0.3826068376068376,0.6933333333333334,0.013328717327332524,0.008438818565400843,Midwest
SC,121,415,no,no,0,144.8,126,24.62,200.6,82,17.05,208.8,81,9.4,13.3,9,3.59,0,1,554.2,289,152.45000000000002,567.5,298,156.04000000000002,0.5275086505190312,0.39888888888888885,0.02343612334801762,0.0,South
DC,55,510,yes,no,0,106.1,77,18.04,123.5,100,10.5,96.4,92,4.34,12.9,3,3.48,0,0,326.0,269,91.84,338.9,272,95.32000000000001,0.3414126394052045,1.16,0.038064325759811155,0.0,south
CT,77,415,no,no,0,221.8,84,37.71,166.0,125,14.11,210.2,72,9.46,13.2,4,3.56,1,0,598.0,281,107.57,611.2,285,111.13,0.38281138790035585,0.89,0.021596858638743454,0.0035087719298245615,Northeast
OR,12,415,no,no,0,204.6,98,34.78,212.5,90,18.06,182.1,95,8.19,9.8,7,2.65,2,0,599.2,283,124.25,609.0,290,126.9,0.43904593639575973,0.37857142857142856,0.016091954022988506,0.006896551724137931,West
OR,64,510,no,no,0,213.5,93,36.3,166.6,114,14.16,122.0,78,5.49,14.1,3,3.81,3,0,502.1,285,112.64999999999999,516.2,288,116.46,0.3952631578947368,1.27,0.027314994188299104,0.010416666666666666,West
NV,92,415,no,yes,44,152.0,95,25.84,274.9,73,23.37,162.4,121,7.31,10.0,1,2.7,2,0,589.3,289,125.68,599.3,290,128.38,0.43487889273356406,2.7,0.01668613382279326,0.006896551724137931,West
MN,125,415,yes,yes,29,260.8,81,44.34,163.7,112,13.91,271.7,117,12.23,17.0,6,4.59,1,1,696.2,310,107.14,713.2,316,111.73,0.34561290322580646,0.765,0.023836231071228266,0.0031645569620253164,Midwest
OK,160,408,no,no,0,166.4,117,28.29,317.0,129,26.95,160.4,121,7.22,10.0,2,2.7,1,0,643.8,367,151.17,653.8,369,153.86999999999998,0.41190735694822883,1.35,0.015295197308045275,0.0027100271002710027,South
KS,79,415,no,no,0,177.9,83,30.24,167.3,84,14.22,223.7,142,10.07,15.2,8,4.1,0,0,568.9000000000001,309,107.28999999999999,584.1000000000001,317,111.38999999999999,0.3472168284789644,0.5125,0.02602294127717856,0.0,Midwest
RI,36,415,no,no,0,235.1,97,39.97,196.8,104,16.73,259.7,110,11.69,7.0,7,1.89,3,0,691.5999999999999,311,125.42,698.5999999999999,318,127.31,0.40327974276527334,0.26999999999999996,0.010020040080160322,0.009433962264150943,Northeast
DC,102,415,no,no,0,186.8,92,31.76,173.7,123,14.76,250.9,131,11.29,9.7,4,2.62,2,0,611.4,346,118.05000000000001,621.1,350,120.67000000000002,0.34118497109826595,0.655,0.015617452906134276,0.005714285714285714,south
IL,138,408,yes,no,0,268.4,81,45.63,174.4,115,14.82,193.5,96,8.71,11.6,4,3.13,1,0,636.3,292,104.53,647.9,296,107.66,0.35797945205479453,0.7825,0.0179039975304831,0.0033783783783783786,Midwest
UT,164,510,no,no,0,192.1,95,32.66,249.8,94,21.23,132.6,100,5.97,7.3,3,1.97,3,0,574.5,289,122.2,581.8,292,124.17,0.4228373702422145,0.6566666666666666,0.012547267102096941,0.010273972602739725,West
MN,125,415,no,no,0,240.7,82,40.92,269.4,85,22.9,187.1,74,8.42,10.1,3,2.73,0,1,697.1999999999999,241,113.32000000000001,707.3,244,116.05000000000001,0.4702074688796681,0.91,0.014279655026155804,0.0,Midwest
WI,72,408,no,no,0,179.9,113,30.58,149.8,112,12.73,168.2,79,7.57,9.8,7,2.65,2,0,497.90000000000003,304,133.3,507.70000000000005,311,135.95000000000002,0.4384868421052632,0.37857142857142856,0.019302737837305496,0.006430868167202572,Midwest
MI,74,415,no,no,0,314.1,86,53.4,222.4,99,18.9,259.0,121,11.66,12.3,5,3.32,3,1,795.5,306,116.56,807.8,311,119.88,0.3809150326797386,0.6639999999999999,0.01522654122307502,0.00964630225080386,Midwest
MI,134,415,no,yes,41,162.0,82,27.54,324.7,77,27.6,160.1,112,7.2,11.9,5,3.21,0,0,646.8,271,116.8,658.6999999999999,276,120.00999999999999,0.4309963099630996,0.642,0.018065887353878856,0.0,Midwest
MA,145,415,no,no,0,175.8,89,29.89,274.3,119,23.32,226.6,69,10.2,12.4,4,3.35,1,0,676.7,277,122.52,689.1,281,125.86999999999999,0.4423104693140794,0.8375,0.017994485560876506,0.0035587188612099642,Northeast
AL,136,510,no,no,0,109.4,91,18.6,207.5,111,17.64,135.0,107,6.08,11.6,5,3.13,0,0,451.9,309,114.72,463.5,314,117.85,0.3712621359223301,0.626,0.025026968716289105,0.0,South
SC,209,510,no,no,0,255.1,124,43.37,230.6,110,19.6,218.0,69,9.81,8.5,5,2.3,3,1,703.7,303,153.41,712.2,308,155.71,0.5063036303630363,0.45999999999999996,0.011934849761303004,0.00974025974025974,South
WI,66,415,yes,no,0,208.7,84,35.48,173.3,88,14.73,264.7,107,11.91,8.3,3,2.24,3,0,646.7,279,110.64,655.0,282,112.88,0.3965591397849462,0.7466666666666667,0.012671755725190841,0.010638297872340425,Midwest
VT,152,510,no,yes,20,214.6,108,36.48,96.6,82,8.21,170.7,145,7.68,7.9,5,2.13,1,0,481.9,335,123.89000000000001,489.79999999999995,340,126.02000000000001,0.3698208955223881,0.426,0.01612903225806452,0.0029411764705882353,Northeast
CT,162,408,no,no,0,49.2,121,8.36,143.9,136,12.23,203.0,97,9.14,12.1,13,3.27,1,0,396.1,354,142.37,408.20000000000005,367,145.64000000000001,0.40217514124293785,0.25153846153846154,0.029642332190102885,0.0027247956403269754,Northeast
OR,72,510,no,no,0,141.3,133,24.02,134.9,96,11.47,227.5,97,10.24,11.2,3,3.02,2,0,503.70000000000005,326,154.71,514.9000000000001,329,157.73000000000002,0.4745705521472393,1.0066666666666666,0.021751796465333068,0.0060790273556231,West
HI,101,415,no,no,0,253.2,89,43.04,237.9,114,20.22,154.3,85,6.94,9.7,7,2.62,4,0,645.4000000000001,288,116.16,655.1000000000001,295,118.78,0.4033333333333333,0.3742857142857143,0.01480689970996794,0.013559322033898305,West
WV,125,415,no,no,0,206.0,128,35.02,198.1,71,16.84,135.9,116,6.12,13.2,3,3.56,0,0,540.0,315,150.96,553.2,318,154.52,0.47923809523809524,1.1866666666666668,0.023861171366594356,0.0,South
RI,46,408,no,no,0,40.4,105,6.87,172.4,83,14.65,145.1,89,6.53,9.0,2,2.43,2,0,357.9,277,126.18,366.9,279,128.61,0.4555234657039711,1.215,0.024529844644317254,0.007168458781362007,Northeast
MI,132,408,no,no,0,291.2,104,49.5,234.2,132,19.91,191.7,87,8.63,8.9,3,2.4,1,1,717.0999999999999,323,132.54,725.9999999999999,326,134.94,0.41034055727554175,0.7999999999999999,0.01225895316804408,0.003067484662576687,Midwest
ME,193,415,no,yes,31,71.2,58,12.1,124.7,105,10.6,155.5,108,7.0,11.7,3,3.16,0,0,351.4,271,75.6,363.09999999999997,274,78.75999999999999,0.2789667896678967,1.0533333333333335,0.03222252822913798,0.0,Northeast
WV,63,510,no,no,0,261.8,69,44.51,245.0,135,20.83,202.1,94,9.09,14.7,4,3.97,0,1,708.9,298,98.92,723.6,302,102.89,0.3319463087248322,0.9925,0.020315091210613596,0.0,South
NE,124,510,no,no,0,191.3,134,32.52,261.5,113,22.23,182.3,111,8.2,10.0,3,2.7,1,0,635.1,358,164.42999999999998,645.1,361,167.12999999999997,0.4593016759776536,0.9,0.01550147263990079,0.002770083102493075,Midwest
DC,144,415,no,no,0,133.3,101,22.66,255.5,127,21.72,228.6,68,10.29,11.6,2,3.13,0,0,617.4,296,133.01,629.0,298,136.14,0.44935810810810806,1.565,0.01844197138314785,0.0,south
NH,116,408,no,yes,24,183.6,138,31.21,203.8,90,17.32,166.9,89,7.51,6.0,3,1.62,2,0,554.3,317,162.82999999999998,560.3,320,164.45,0.5136593059936908,0.54,0.010708548991611638,0.00625,Northeast
MD,189,415,no,yes,30,155.2,116,26.38,195.5,50,16.62,170.1,108,7.65,15.4,6,4.16,1,0,520.8,274,140.27,536.1999999999999,280,144.43,0.5119343065693431,0.6933333333333334,0.02872062663185379,0.0035714285714285713,South
NH,97,408,no,yes,28,283.1,93,48.13,185.4,98,15.76,312.8,78,14.08,6.1,8,1.65,1,0,781.3,269,122.84,787.4,277,124.49000000000001,0.4566542750929368,0.20625,0.0077470154940309875,0.0036101083032490976,Northeast
WV,137,510,no,yes,50,186.5,94,31.71,178.0,106,15.13,215.6,100,9.7,12.1,4,3.27,2,0,580.1,300,118.83,592.2,304,122.1,0.3961,0.8175,0.020432286389733195,0.006578947368421052,South
IL,142,415,no,yes,38,163.3,104,27.76,136.0,114,11.56,249.1,127,11.21,4.3,6,1.16,0,0,548.4,345,126.77000000000001,552.6999999999999,351,127.93,0.36744927536231886,0.19333333333333333,0.0077799891442011946,0.0,Midwest
OK,84,510,no,no,0,203.4,125,34.58,182.9,88,15.55,213.7,121,9.62,13.8,2,3.73,1,0,600.0,334,150.17000000000002,613.8,336,153.9,0.4496107784431138,1.865,0.02248289345063539,0.002976190476190476,South
NH,119,415,no,yes,19,178.1,110,30.28,212.8,100,18.09,226.3,123,10.18,10.0,6,2.7,1,0,617.2,333,138.27,627.2,339,140.97,0.41522522522522526,0.45,0.01594387755102041,0.0029498525073746312,Northeast
MI,158,415,no,no,0,195.9,103,33.3,89.1,95,7.57,302.2,82,13.6,10.3,3,2.78,1,0,587.2,280,124.16999999999999,597.5,283,126.94999999999999,0.44346428571428564,0.9266666666666666,0.017238493723849373,0.0035335689045936395,Midwest
